IP,heartbleed,heartbleed,heartbleed,heartbleed,heartbleed,CCS,CCS,CCS,CCS,CCS,ticketbleed,ticketbleed,ticketbleed,ticketbleed,ticketbleed,ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,secure_renego,secure_renego,secure_renego,secure_renego,secure_renego,secure_client_renego,secure_client_renego,secure_client_renego,secure_client_renego,secure_client_renego,CRIME_TLS,CRIME_TLS,CRIME_TLS,CRIME_TLS,CRIME_TLS,BREACH,BREACH,BREACH,BREACH,BREACH,POODLE_SSL,POODLE_SSL,POODLE_SSL,POODLE_SSL,POODLE_SSL,fallback_SCSV,fallback_SCSV,fallback_SCSV,fallback_SCSV,fallback_SCSV,SWEET32,SWEET32,SWEET32,SWEET32,SWEET32,FREAK,FREAK,FREAK,FREAK,FREAK,DROWN,DROWN,DROWN,DROWN,DROWN,LOGJAM,LOGJAM,LOGJAM,LOGJAM,LOGJAM,LOGJAM-common_primes,LOGJAM-common_primes,LOGJAM-common_primes,LOGJAM-common_primes,LOGJAM-common_primes,BEAST_CBC_TLS1,BEAST_CBC_TLS1,BEAST_CBC_TLS1,BEAST_CBC_TLS1,BEAST_CBC_TLS1,BEAST,BEAST,BEAST,BEAST,BEAST,LUCKY13,LUCKY13,LUCKY13,LUCKY13,LUCKY13,RC4,RC4,RC4,RC4,RC4
IP,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment,ok,LOW,MEDIUM,HIGH,Comment
